comment_link,product_name,category,complaint_title,dominant_topic,detected_department,detected_fault_type,rule_resolution_status,rule_satisfaction_score
https://www.sikayetvar.com/beko/beko-buzdolabi-arizasi-sonrasi-15-gundur-cozum-yok-etlerim-bozuldu-magduriyetim-artiyor,684630 E,Buzdolabı,BekoBuzdolabı Arızası Sonrası 15 Gündür Çözüm Yok Etlerim Bozuldu Mağduriyetim Artıyor,7,Teknik Servis,Belirsiz,Çözülmedi,1
https://www.sikayetvar.com/beko/buzdolabinda-catlayan-cam-ve-ilgisiz-servis-sorunu,684630 E,Buzdolabı,Buzdolabında Çatlayan Cam Ve İlgisiz Servis Sorunu,9,Teknik Servis,Belirsiz,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/beko-buzdolabinda-gaz-kacagi-sorunu-ve-cozum-celiskisi,684630 E,Buzdolabı,BekoBuzdolabında Gaz Kaçağı Sorunu Ve Çözüm Çelişkisi,9,Teknik Servis,Belirsiz,Belirsiz,4
https://www.sikayetvar.com/beko/beko-buzdolabi-sorununa-cozum-bulunamiyor,684630 E,Buzdolabı,BekoBuzdolabı Sorununa Çözüm Bulunamıyor,3,Teknik Servis,Belirsiz,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/beko-servisinde-hayal-kirikligi-ve-iletisim-sorunlari,684630 E,Buzdolabı,BekoServisinde Hayal Kırıklığı Ve İletişim Sorunları,9,Teknik Servis,Belirsiz,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/garanti-suresi-yanlisligi-beko-urunlerinde-magduriyet,684630 E,Buzdolabı,Garanti Süresi Yanlışlığı:BekoÜrünlerinde Mağduriyet,8,Çağrı Merkezi,Belirsiz,Belirsiz,4
https://www.sikayetvar.com/beko/beko-buzdolabi-servis-sorunlari-ve-yuksek-maliyetler,684630 E,Buzdolabı,BekoBuzdolabı Servis Sorunları ve Yüksek Maliyetler,9,Teknik Servis,Ekran / Panel Problemi,Çözülmedi,1
https://www.sikayetvar.com/beko/beko-buzdolabi-ayipli-urun-2,684630 E,Buzdolabı,BekoBuzdolabı Ayıplı Ürün,4,Teknik Servis,Belirsiz,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/beko-buzdolabim-bozuldu-servis-ilgilenmedi,684630 E,Buzdolabı,BekoBuzdolabım Bozuldu Servis İlgilenmedi,9,İade / Değişim,Soğutmama Problemi,Belirsiz,4
https://www.sikayetvar.com/beko/beko-buzdolabi-sogutmuyor-servis-6-gun-sonraya-randevu-veriyor,684630 E,Buzdolabı,BekoBuzdolabı Soğutmuyor Servis 6 Gün Sonraya Randevu Veriyor!,9,Teknik Servis,Soğutmama Problemi,Belirsiz,4
https://www.sikayetvar.com/beko/beko-servis-hizmetinde-buyuk-hayal-kirikligi,684630 E,Buzdolabı,BekoServis Hizmetinde Büyük Hayal Kırıklığı,9,Teknik Servis,Ekran / Panel Problemi,Belirsiz,4
https://www.sikayetvar.com/beko/beko-yetkili-servisin-hicbir-seye-cozum-uretememesi,684630 E,Buzdolabı,BekoYetkili Servisin Hiçbir Şeye Çözüm Üretememesi,9,Teknik Servis,Belirsiz,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/beko-buzdolabi-684630-ei-sogutmuyor,684630 E,Buzdolabı,Beko Buzdolabı684630 Eı Soğutmuyor,9,Garanti,Soğutmama Problemi,Çözüldü,5
https://www.sikayetvar.com/beko/beko-acil-yardimci-olun,684630 E,Buzdolabı,BekoAcil Yardımcı Olun,3,Çağrı Merkezi,Ekran / Panel Problemi,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/beko-buzdolabim-calismiyor,684630 E,Buzdolabı,BekoBuzdolabım Çalışmıyor ‼️,9,Teknik Servis,Ses / Gürültü Problemi,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/beko-yaniltici-bilgi-ve-yanlis-islem,684630 E,Buzdolabı,BekoYanıltıcı Bilgi Ve Yanlış İşlem,5,Teknik Servis,Soğutmama Problemi,Çözülmedi,1
https://www.sikayetvar.com/beko/beko-ilgisiz-servis-hizmeti,684630 E,Buzdolabı,Bekoİlgisiz Servis Hizmeti,9,Teknik Servis,Belirsiz,Çözüldü,5
https://www.sikayetvar.com/beko/beko-684630-buzdolabi-cekmecesi-acilmiyor,684630 E,Buzdolabı,Beko684630 Buzdolabı Çekmecesi Açılmıyor.,3,Bayi / Satış,Belirsiz,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/beko-buzdolabinin-duzelmeyen-tamiri,684630 E,Buzdolabı,BekoBuzdolabının Düzelmeyen Tamiri,7,Teknik Servis,Belirsiz,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/beko-buzdolabi-elektrik-kesintisi-nedeniyle-sicaklik-arizasi-verdi,684630 E,Buzdolabı,BekoBuzdolabı Elektrik Kesintisi Nedeniyle Sıcaklık Arızası Verdi,9,Teknik Servis,Soğutmama Problemi,Çözüldü,5
https://www.sikayetvar.com/beko/beko-firmasi-urunlerinin-arkasinda-durmuyor,684630 E,Buzdolabı,BekoFirması Ürünlerinin Arkasında Durmuyor,3,İade / Değişim,Koku Problemi,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/beko-manavgat-servis-sorunu,684630 E,Buzdolabı,BekoManavgat Servis Sorunu,7,Teknik Servis,Belirsiz,Belirsiz,4
https://www.sikayetvar.com/beko/beko-buzdolabi-camasir-makinesi-siyah-leke,684630 E,Buzdolabı,BekoBuzdolabı&çamaşır Makinesi Siyah Leke,4,Teknik Servis,Belirsiz,Müşteri Dönüşü Yok,3
https://www.sikayetvar.com/beko/beko-buzdolabi-sorunu-24,684630 E,Buzdolabı,BekoBuzdolabı Sorunu,3,Teknik Servis,Belirsiz,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/beko-buzdolabi-ayipli-urun-1,684630 E,Buzdolabı,BekoBuzdolabı Ayıplı Ürün,9,Teknik Servis,Belirsiz,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/beko-buzdolabi-sorunu-23,684630 E,Buzdolabı,BekoBuzdolabı Sorunu,9,Teknik Servis,Belirsiz,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/beko-buzdolabi-degisim-talebi-5,684630 E,Buzdolabı,BekoBuzdolabı Değişim Talebi,9,İade / Değişim,Belirsiz,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/beko-marka-buzdolabinin-garantisi-var-ama-parcasi-icin-ucret-istenmesi,684630 E,Buzdolabı,BekoMarka Buzdolabının Garantisi Var Ama Parçası İçin Ücret İstenmesi,3,Teknik Servis,Belirsiz,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/beko-684630-ei-model-buzdolabi-sogutmama-sorunu,684630 E,Buzdolabı,Beko684630 Eı Model Buzdolabı Soğutmama Sorunu,9,Teknik Servis,Soğutmama Problemi,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/beko-sacma-bir-musteri-hizmetleri-anlayisi,684630 E,Buzdolabı,BekoSaçma Bir Müşteri Hizmetleri Anlayışı,9,Teknik Servis,Belirsiz,Çözüldü,5
https://www.sikayetvar.com/beko/arcelik-beko-servisi-iadesi-hakkinda,684630 E,Buzdolabı,ArçelikBekoServisi İadesi Hakkında,2,İade / Değişim,Belirsiz,Çözüldü,5
https://www.sikayetvar.com/beko/beko-buzdolabi-raflarinin-catlamasi,684630 E,Buzdolabı,BekoBuzdolabı Raflarının Çatlaması,5,Teknik Servis,Belirsiz,Çözüldü,5
https://www.sikayetvar.com/beko/beko-buzdolabinda-kronik-buzlanma-ve-gaz-kacagi-nedeniyle-iade-talebi,683720,Buzdolabı,BekoBuzdolabında Kronik Buzlanma Ve Gaz Kaçağı Nedeniyle İade Talebi,7,Teknik Servis,Soğutmama Problemi,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/beko-buzdolabinda-alt-kisimda-buz-birikmesi-ve-su-sizintisi-urun-degisimi-talebi,683720,Derin Dondurucu,"BekoBuzdolabında Alt Kısımda Buz Birikmesi Ve Su Sızıntısı, Ürün Değişimi Talebi",0,Teknik Servis,Su Boşaltma Problemi,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/beko-buzdolabi-servisinin-surekli-gecikmesi-ve-aciklama-eksikligi,683720,Buzdolabı,BekoBuzdolabı Servisinin Sürekli Gecikmesi Ve Açıklama Eksikliği,7,Teknik Servis,Belirsiz,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/beko-buzdolabinda-tekrarlayan-unlem-isareti-ve-sogutma-sorunu-icin-ucretsiz-onarim-talebi,683720,Buzdolabı,BekoBuzdolabında Tekrarlayan Ünlem İşareti Ve Soğutma Sorunu İçin Ücretsiz Onarım Talebi,7,Teknik Servis,Soğutmama Problemi,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/garanti-disi-beko-buzdolabinin-tekrarlayan-sogutma-arizasi-ve-ucretli-degisim-teklifi,683720,Buzdolabı,Garanti DışıBekoBuzdolabının Tekrarlayan Soğutma Arızası Ve Ücretli Değişim Teklifi,7,Teknik Servis,Soğutmama Problemi,Çözüldü,5
https://www.sikayetvar.com/beko/beko-buzdolabinda-yanlis-ariza-tespiti-ve-fahis-degisim-ucreti,683720,Buzdolabı,BekoBuzdolabında Yanlış Arıza Tespiti Ve Fahiş Değişim Ücreti,7,Teknik Servis,Belirsiz,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/surekli-ariza-yapan-beko-buzdolabi-icin-sifir-urun-degisimi-ve-iade-talebi,683720,Buzdolabı,Sürekli Arıza YapanBekoBuzdolabı İçin Sıfır Ürün Değişimi Ve İade Talebi,7,Teknik Servis,Belirsiz,Çözüldü,5
https://www.sikayetvar.com/beko/beko-buzdolabinda-surekli-sogutma-sorunu-ve-catlak-icin-degisim-talebi,683720,Buzdolabı,BekoBuzdolabında Sürekli Soğutma Sorunu Ve Çatlak İçin Değişim Talebi,0,Teknik Servis,Soğutmama Problemi,Çözülmedi,1
https://www.sikayetvar.com/beko/ayni-markada-iki-kez-ariza-degisimde-yuksek-ucret-talebi-magduriyetimi-artirdi,683720,Buzdolabı,"Aynı Markada İki Kez Arıza, Değişimde Yüksek Ücret Talebi Mağduriyetimi Artırdı",7,Teknik Servis,Soğutmama Problemi,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/beko-buzdolabi-arizasi-servis-ilgisizligiyle-magduriyet-yasatiyor,683720,Buzdolabı,BekoBuzdolabı Arızası Servis İlgisizliğiyle Mağduriyet Yaşatıyor,0,Teknik Servis,Soğutmama Problemi,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/beko-buzdolabi-tekrar-motor-arizasiyla-gidalarimi-bozdu-magduriyetim-suruyor,683720,Buzdolabı,BekoBuzdolabı Tekrar Motor Arızasıyla Gıdalarımı Bozdu Mağduriyetim Sürüyor,7,Teknik Servis,Soğutmama Problemi,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/beko-buzdolabi-15-gundur-sogutmuyor-servis-cozum-sunmuyor,683720,Buzdolabı,BekoBuzdolabı 15 Gündür Soğutmuyor Servis Çözüm Sunmuyor,0,Teknik Servis,Soğutmama Problemi,Çözüldü,5
https://www.sikayetvar.com/beko/servis-mudahalesi-sonrasi-buzdolabi-tamamen-sogutmuyor-magduriyetim-giderilmiyor,683720,Buzdolabı,"Servis Müdahalesi Sonrası Buzdolabı Tamamen Soğutmuyor, Mağduriyetim Giderilmiyor",7,Teknik Servis,Soğutmama Problemi,Belirsiz,4
https://www.sikayetvar.com/beko/beko-buzdolabi-ve-camasir-makinesiyle-bitmeyen-arizalar,683720,Buzdolabı,BekoBuzdolabı Ve Çamaşır Makinesiyle Bitmeyen Arızalar,9,Teknik Servis,Belirsiz,Çözüldü,5
https://www.sikayetvar.com/beko/beko-buzdolabi-sogutma-sorunu-ve-yetersiz-servis-hizmeti,683720,Buzdolabı,BekoBuzdolabı Soğutma Sorunu Ve Yetersiz Servis Hizmeti,9,Teknik Servis,Soğutmama Problemi,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/beko-buzdolabi-kisa-surede-arizalandi-degisimde-yuksek-ucret-talep-edildi,683720,Buzdolabı,"BekoBuzdolabı Kısa Sürede Arızalandı, Değişimde Yüksek Ücret Talep Edildi",3,Teknik Servis,Soğutmama Problemi,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/beko-buzdolabi-arizasi-servis-tarafindan-cozulemiyor-magduriyetim-devam-ediyor,683720,Buzdolabı,"BekoBuzdolabı Arızası Servis Tarafından Çözülemiyor, Mağduriyetim Devam Ediyor",7,Teknik Servis,Soğutmama Problemi,Çözüldü,5
https://www.sikayetvar.com/beko/beko-buzdolabi-arizalari-ve-musteri-memnuniyetsizligi,683720,Buzdolabı,BekoBuzdolabı Arızaları Ve Müşteri Memnuniyetsizliği,3,Teknik Servis,Soğutmama Problemi,Belirsiz,4
https://www.sikayetvar.com/beko/beko-buzdolabinda-surekli-ariza-ve-yetersiz-servis-hizmeti,683720,Buzdolabı,BekoBuzdolabında Sürekli Arıza ve Yetersiz Servis Hizmeti,7,Teknik Servis,Belirsiz,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/beko-buzdolabimin-sorunu-cozulemiyor-cihazim-hasarli-geri-geldi,683720,Buzdolabı,"BekoBuzdolabımın Sorunu Çözülemiyor, Cihazım Hasarlı Geri Geldi",3,Teknik Servis,Soğutmama Problemi,Çözüldü,5
https://www.sikayetvar.com/beko/garanti-biter-bitmez-beko-buzdolabim-sogutmamaya-basladi,683720,Buzdolabı,Garanti Biter BitmezBekoBuzdolabım Soğutmamaya Başladı,3,Garanti,Soğutmama Problemi,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/beko-buzdolabi-raf-kapagi-sorunu-ve-kalitesiz-yapi,683720,Buzdolabı,BekoBuzdolabı Raf Kapağı Sorunu Ve Kalitesiz Yapı,3,Teknik Servis,Belirsiz,Belirsiz,4
https://www.sikayetvar.com/beko/beko-buzdolabinda-gaz-kacagi-sorunu-1,683720,Buzdolabı,BekoBuzdolabında Gaz Kaçağı Sorunu,9,Teknik Servis,Soğutmama Problemi,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/beko-buzdolabi-ve-servis-sorunlari-1,683720,Buzdolabı,BekoBuzdolabı Ve Servis Sorunları,9,Teknik Servis,Soğutmama Problemi,Çözülmedi,1
https://www.sikayetvar.com/beko/beko-yasal-hakkimi-yiyor,683720,Buzdolabı,BekoYasal Hakkımı Yiyor,7,Garanti,Belirsiz,Çözülmedi,1
https://www.sikayetvar.com/beko/beko-buzdolabi-degisimi-kabul-edilmemesi,683720,Buzdolabı,BekoBuzdolabı Değişimi Kabul Edilmemesi,3,Teknik Servis,Belirsiz,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/beko-buzdolabi-aldigima-pisman-oldum-3,683720,Buzdolabı,BekoBuzdolabı Aldığıma Pişman Oldum,3,Teknik Servis,Soğutmama Problemi,Çözüldü,5
https://www.sikayetvar.com/beko/beko-buzdolabi-govde-catlagi,683720,Buzdolabı,BekoBuzdolabı Gövde Çatlağı,9,Teknik Servis,Belirsiz,Çözüldü,5
https://www.sikayetvar.com/beko/beko-buzdolabi-bozuldu-ve-beko-magduriyetimi-karsilamiyor,683720,Buzdolabı,BekoBuzdolabı Bozuldu Ve Beko Mağduriyetimi Karşılamıyor,3,Teknik Servis,Belirsiz,Çözüldü,5
https://www.sikayetvar.com/beko/beko-xxl-buzdolabinin-sogutma-sorunlari-ve-yetersiz-servis,683720,Buzdolabı,BekoXXL Buzdolabının Soğutma Sorunları Ve Yetersiz Servis,3,Teknik Servis,Soğutmama Problemi,Çözüldü,5
https://www.sikayetvar.com/beko/beko-buzdolabi-beyaz-esya-magduriyeti,683720,Buzdolabı,BekoBuzdolabı Beyaz Eşya Mağduriyeti,0,Teknik Servis,Belirsiz,Çözülmedi,1
https://www.sikayetvar.com/beko/beko-buzdolabi-ile-uykusuz-geceler,683720,Buzdolabı,BekoBuzdolabı İle Uykusuz Geceler,3,Teknik Servis,Ses / Gürültü Problemi,Çözüldü,5
https://www.sikayetvar.com/beko/beko-sorunlu-buzdolabi-ve-servis,683720,Buzdolabı,BekoSorunlu Buzdolabı Ve Servis,3,Teknik Servis,Belirsiz,Çözülmedi,1
https://www.sikayetvar.com/beko/beko-buzdolabi-olcusu-yanlisligi,683720,Buzdolabı,BekoBuzdolabı Ölçüsü Yanlışlığı,5,Teknik Servis,Belirsiz,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/beko-marka-buzdolabim-arizalandi-ve-onarim-olmadigi-soylendi,683720,Buzdolabı,BekoMarka Buzdolabım Arızalandı Ve Onarım Olmadığı Söylendi,7,Teknik Servis,Belirsiz,Çözülmedi,1
https://www.sikayetvar.com/beko/beko-buzdolabi-aldim-hayatimi-karartti,683720,Buzdolabı,BekoBuzdolabı Aldım Hayatımı Kararttı,3,Teknik Servis,Belirsiz,Çözüldü,5
https://www.sikayetvar.com/beko/beko-ve-arcelik-servisi-cok-kotu,683720,Buzdolabı,BekoVe Arçelik Servisi Çok Kötü,9,Teknik Servis,Soğutmama Problemi,Çözülmedi,1
https://www.sikayetvar.com/beko/beko-servisi-40-gun-sonraya-randevu-olusturmasi,683720,Buzdolabı,BekoServisi 40 Gün Sonraya Randevu Oluşturması,3,Teknik Servis,Soğutmama Problemi,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/beko-marka-buzdolabinin-35-yilda-defalarca-arizalanmasi,683720,Buzdolabı,BekoMarka Buzdolabının 3.5 Yılda Defalarca Arızalanması.,7,Teknik Servis,Belirsiz,Çözüldü,5
https://www.sikayetvar.com/beko/beko-buzdolabi-sogutmuyor-servis-umursamiyor,683720,Buzdolabı,BekoBuzdolabı Soğutmuyor Servis Umursamıyor,9,Çağrı Merkezi,Soğutmama Problemi,Çözülmedi,1
https://www.sikayetvar.com/beko/beko-buzdolabi-arizasi-ve-teknik-servis-sorunu,683720,Buzdolabı,BekoBuzdolabı Arızası Ve Teknik Servis Sorunu,9,Teknik Servis,Belirsiz,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/beko-buzdolabi-donma-dondurma-ve-su-akitma-sikayeti,683720,Buzdolabı,BekoBuzdolabı Donma Dondurma Ve Su Akıtma Şikayeti,3,Teknik Servis,Soğutmama Problemi,Müşteri Dönüşü Yok,3
https://www.sikayetvar.com/beko/beko-musteri-magdur-ediyor-yapilmak-istenmeyen-islere-bahaneler-uretiyor,683720,Buzdolabı,"BekoMüşteri Mağdur Ediyor, Yapılmak İstenmeyen İşlere Bahaneler Üretiyor",5,Garanti,Belirsiz,Müşteri Dönüşü Yok,1
https://www.sikayetvar.com/beko/beko-garanti-suresi-magduru,683720,Buzdolabı,BekoGaranti Süresi Mağduru,7,Teknik Servis,Belirsiz,Belirsiz,4
https://www.sikayetvar.com/beko/beko-buzdolabi-sogutma-islemini-yerine-getirmiyor,683720,Buzdolabı,BekoBuzdolabı Soğutma İşlemini Yerine Getirmiyor!,9,Teknik Servis,Soğutmama Problemi,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/beko-buzdolabi-fabrika-cikisli-arizalari,683720,Buzdolabı,BekoBuzdolabı Fabrika Çıkışlı Arızaları,3,Teknik Servis,Belirsiz,Belirsiz,4
https://www.sikayetvar.com/beko/beko-buzdolabinda-cozulmeyen-buzlanma-ses-ve-su-sizintisi-ve-servis-oyalama,683720 EI,Buzdolabı,"BekoBuzdolabında Çözülmeyen Buzlanma, Ses Ve Su Sızıntısı Ve Servis Oyalama",0,Teknik Servis,Soğutmama Problemi,Çözüldü,5
https://www.sikayetvar.com/beko/beko-buzdolabinda-surekli-ariza-ve-adil-olmayan-degisim-ucreti,683720 EI,Buzdolabı,BekoBuzdolabında Sürekli Arıza Ve Adil Olmayan Değişim Ücreti,7,Teknik Servis,Soğutmama Problemi,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/beko-buzdolabi-arizasinda-parca-temini-ve-iletisim-sorunu,683720 EI,Buzdolabı,BekoBuzdolabı Arızasında Parça Temini Ve İletişim Sorunu,9,Teknik Servis,Soğutmama Problemi,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/beko-buzdolabinda-kronik-ariza-ve-cozumde-magduriyet-yasadim,683720 EI,Buzdolabı,BekoBuzdolabında Kronik Arıza Ve Çözümde Mağduriyet Yaşadım,9,Teknik Servis,Soğutmama Problemi,Belirsiz,4
https://www.sikayetvar.com/beko/aldigim-gunden-beri-sorunlu-buzdolabi-hayal-kirikligi-yasatiyor,683720 EI,Buzdolabı,Aldığım Günden Beri Sorunlu Buzdolabı Hayal Kırıklığı Yaşatıyor,3,Teknik Servis,Soğutmama Problemi,Çözüldü,5
https://www.sikayetvar.com/beko/beko-buzdolabinda-kronik-sogutma-sorunu-ve-ilgisiz-servis,683720 EI,Buzdolabı,BekoBuzdolabında Kronik Soğutma Sorunu Ve İlgisiz Servis,7,Teknik Servis,Soğutmama Problemi,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/beko-buzdolabinda-cozulmeyen-sorun-ve-yetersiz-teknik-destek,683720 EI,Buzdolabı,BekoBuzdolabında Çözülmeyen Sorun Ve Yetersiz Teknik Destek,7,Teknik Servis,Soğutmama Problemi,Belirsiz,4
https://www.sikayetvar.com/beko/beko-buzdolabi-arizasi-ve-garanti-sonrasi-magduriyetim-7-gundur-cozumsuz-kaldi,683720 EI,Buzdolabı,BekoBuzdolabı Arızası Ve Garanti Sonrası Mağduriyetim 7 Gündür Çözümsüz Kaldı,7,Teknik Servis,Soğutmama Problemi,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/beko-buzdolabinda-garanti-sonrasi-uretim-hatasi-ve-tamir-edilememe-sorunu,683720 EI,Buzdolabı,BekoBuzdolabında Garanti Sonrası Üretim Hatası Ve Tamir Edilememe Sorunu,7,Teknik Servis,Belirsiz,Belirsiz,4
https://www.sikayetvar.com/beko/beko-buzdolabi-arizasi-bir-turlu-giderilemiyor-cozum-bekliyorum,683720 EI,Buzdolabı,"BekoBuzdolabı Arızası Bir Türlü Giderilemiyor, Çözüm Bekliyorum",7,Teknik Servis,Koku Problemi,Çözülmedi,1
https://www.sikayetvar.com/beko/bes-yillik-buzdolabi-gazi-bitti-kullanamiyorum-uretici-hatasi-magduriyeti,683720 EI,Buzdolabı,Beş Yıllık Buzdolabı Gazı Bitti Kullanamıyorum Üretici Hatası Mağduriyeti,3,Çağrı Merkezi,Belirsiz,Belirsiz,4
https://www.sikayetvar.com/beko/ek-garanti-ve-degisim-sonrasi-eksik-garanti-suresi-sorunu,683720 EI,Buzdolabı,Ek Garanti Ve Değişim Sonrası Eksik Garanti Süresi Sorunu,7,Teknik Servis,Belirsiz,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/beko-buzdolabi-arizasi-ve-servis-sorunu-1,683720 EI,Buzdolabı,BekoBuzdolabı Arızası Ve Servis Sorunu,9,Teknik Servis,Belirsiz,Çözülmedi,1
https://www.sikayetvar.com/beko/beko-buzdolabi-arizasi-ve-yetersiz-servis-hizmeti-nedeniyle-magduriyet,683720 EI,Buzdolabı,BekoBuzdolabı Arızası Ve Yetersiz Servis Hizmeti Nedeniyle Mağduriyet,7,Teknik Servis,Soğutmama Problemi,Çözülmedi,1
https://www.sikayetvar.com/beko/beko-buzdolabi-kronik-sorunlar-ve-yetersiz-hizmet,683720 EI,Buzdolabı,BekoBuzdolabı: Kronik Sorunlar Ve Yetersiz Hizmet,9,Teknik Servis,Soğutmama Problemi,Çözülmedi,1
https://www.sikayetvar.com/beko/beko-servis-sorunlari-ve-buzdolabi-magduriyeti,683720 EI,Buzdolabı,BekoServis Sorunları Ve Buzdolabı Mağduriyeti,9,Teknik Servis,Belirsiz,Çözüldü,5
https://www.sikayetvar.com/beko/beko-buzdolabi-ve-servisin-yetersiz-olmasi,683720 EI,Buzdolabı,BekoBuzdolabı Ve Servisin Yetersiz Olması!,9,Teknik Servis,Soğutmama Problemi,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/beko-servisinin-hizmet-kalitesizligi,683720 EI,Buzdolabı,BekoServisinin Hizmet Kalitesizliği,3,Teknik Servis,Soğutmama Problemi,Çözüldü,5
https://www.sikayetvar.com/beko/beko-buzdolabi-dondurucu-kisminin-dondurmamasi,683720 EI,Buzdolabı,BekoBuzdolabı Dondurucu Kısmının Dondurmaması,3,Teknik Servis,Soğutmama Problemi,Çözüldü,5
https://www.sikayetvar.com/beko/beko-buzdolabi-sorunu-ve-cozum-beklentisi,683720 EI,Buzdolabı,BekoBuzdolabı Sorunu Ve Çözüm Beklentisi,9,Teknik Servis,Belirsiz,Belirsiz,4
https://www.sikayetvar.com/beko/beko-beni-magdur-etti-evim-kurtlandi,683720 EI,Buzdolabı,BekoBeni Mağdur Etti. Evim Kurtlandı,9,Teknik Servis,Koku Problemi,Belirsiz,4
https://www.sikayetvar.com/beko/beko-degisim-talep-ediyorum-3,683720 EI,Buzdolabı,BekoDeğişim Talep Ediyorum,3,Teknik Servis,Belirsiz,Belirsiz,4
https://www.sikayetvar.com/beko/beko-buzdolabi-sorunu-yaz-aylarinda-sogutma-problemi-ve-servis-yetersizligi,683720 EI,Buzdolabı,BekoBuzdolabı Sorunu: Yaz Aylarında Soğutma Problemi Ve Servis Yetersizliği,3,Teknik Servis,Soğutmama Problemi,Çözüldü,5
https://www.sikayetvar.com/beko/beko-buzdolabi-gaz-kacagi-12,683720 EI,Buzdolabı,BekoBuzdolabı Gaz Kaçağı,7,Teknik Servis,Belirsiz,Belirsiz,4
https://www.sikayetvar.com/beko/beko-buzdolabi-ariza-terleme-ve-gidalari-bozam,683720 EI,Buzdolabı,BekoBuzdolabı Arıza Terleme Ve Gıdaları Bozam,7,Teknik Servis,Belirsiz,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/beko-buzluk-bolmesinin-buzlama-sorunu,683720 EI,Buzdolabı,BekoBuzluk Bölmesinin Buzlama Sorunu,7,Teknik Servis,Ses / Gürültü Problemi,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/beko-buzdolabi-arizasi-cozulmuyor-1,683720 EI,Buzdolabı,BekoBuzdolabı Arızası Çözülmüyor,7,Teknik Servis,Belirsiz,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/beko-buzdolabim-bozuk-acil-yedek-dolap-talebime-cevap-verilmiyor,683720 EI,Buzdolabı,BekoBuzdolabım Bozuk Acil Yedek Dolap Talebime Cevap Verilmiyor!,3,Çağrı Merkezi,Soğutmama Problemi,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/beko-marka-buzdolabi-sogutma-sorunu,683720 EI,Buzdolabı,BekoMarka Buzdolabı Soğutma Sorunu,3,Garanti,Soğutmama Problemi,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/beko-buzdolabi-pismanliktir-beko-musteri-memnuniyetsizligi,683720 EI,Buzdolabı,BekoBuzdolabı Pişmanlıktır Beko Müşteri Memnuniyetsizliği,3,Teknik Servis,Belirsiz,Belirsiz,4
https://www.sikayetvar.com/beko/beko-buzdolabi-karlanma-problemi,683720 EI,Buzdolabı,BekoBuzdolabı Karlanma Problemi,7,Çağrı Merkezi,Belirsiz,Çözülmedi,1
https://www.sikayetvar.com/beko/beko-servisi-ariza-fisi-kesmiyor,683720 EI,Buzdolabı,BekoServisi Arıza Fişi Kesmiyor,3,Teknik Servis,Soğutmama Problemi,Belirsiz,4
